status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,"A Controlled Pre-Post Evaluation of a Computer-based HIV/AIDS Education on Students’ Sexual Behaviors, Knowledge and Attitudes",Angella Musiimenta,2012,Online Journal of Public Health Informatics,10.5210/ojphi.v4i1.4017,https://openalex.org/W2110290346,unrelated-domain,"Unlike traditional approaches to sexuality and HIV education which can be constrained by the sensitive nature of the subject, Information Technology (IT) can be an innovative teaching tool that can be used to educate people about HIV. This is especially relevant to interventions targeting young people; the population group fond of using IT, and the same group that is more vulnerable to HIV/AIDS. Yet, there are significantly few empirical studies that rigorously evaluated computer-assisted school-based HIV/AIDS interventions in developing countries. The modest studies conducted in this area have largely been conducted in developed countries, leaving little known about the effectiveness of such interventions in low resource settings, which moreover host the majority of HIV/AIDS infections. This research addresses this gap by conducting a controlled pre-post intervention evaluation of the impacts of the World Starts With Me (WSWM), a computer-assisted HIV/AIDS intervention implemented in schools in Uganda. The research question was: did the WSWM intervention significantly influence students' sexual behaviors, HIV/AIDS knowledge, attitudes and self-efficacy? To address this question, questionnaires were simultaneously administering to 146 students in an intervention group (the group receiving the WSWM intervention) and 146 students in a comparison group (the group who did not receive the WSWM intervention), before (February 2009) and after the intervention (December 2009). Findings indicate that the intervention significantly improved students' HIV/AIDS knowledge, attitudes self-efficacy, sex abstinence and fidelity, but had no significant impact on condom use. The major reason for non-use of condoms was lack of knowledge about condom use which can be attributed to teachers' failure and inabilities to demonstrate condom use in class. To address this challenge, intervention teachers should be continuously trained in skills-based and interactive sexuality education. This training will equip them with self-confidence and interactive teaching skills, including tactics for emphasizing building students' skills through role plays and interactive assignments. In addition, the HIV interventions themselves should include interactive virtual condom use demonstrations that can be accessed by students themselves.","openalex, scopus, wos",llm,0.990,unreviewed,
discarded,Promoting conceptual change through active learning using open source software for physics simulations,Mustafa Başer,2006,Australasian Journal of Educational Technology,10.14742/ajet.1290,https://openalex.org/W1926715917,domain-concept-inventory-not-computing,"This paper reports upon an active learning approach that promotes conceptual change when studying direct current electricity circuits, using free open source software, Qucs. The study involved a total of 102 prospective mathematics teacher students. Prior to instruction, students' understanding of direct current electricity was determined by a subset of a previously developed multiple choice conceptual test. All students received an active learning instruction using Qucssimulations. After instruction, the same test was administered to the students to determine the effectiveness of the instruction they received. Paired t-test analyses showed that students' progress on understanding of direct current electricity was significant. A six week delayed post-test revealed that this observed improvement promised to be durable, at least in the short term. Students' evaluation of using Qucs is also reported.","openalex, scopus, wos",llm,0.980,unreviewed,
discarded,"Behavioral and structural barriers to accessing human post-exposure prophylaxis and other preventive practices in Arequipa, Peru, during a canine rabies epidemic",Ricardo Castillo-Neyra; Alison M. Buttenheim; Joanna Brown; James F. Ferrara; Claudia Arevalo-Nieto; Katty Borrini-Mayorí; Michael Z. Levy; Víctor Becerra; Valerie A. Paz‐Soldán,2020,PLoS neglected tropical diseases,10.1371/journal.pntd.0008478,https://openalex.org/W3044074702,unrelated-domain,"A canine rabies epidemic started in early 2015 in Arequipa, Peru and the rabies virus continues to circulate in the dog population. Some city residents who suffer dog bites do not seek care or do not complete indicated post-exposure prophylaxis (PEP) regimens, increasing the risk of human rabies. The objectives of our study are to qualitatively assess knowledge about rabies, and preventive practices, such as rabies vaccine administration, following a dog bite. We conduct eight focus group discussions in peri-urban and urban communities with 70 total participants. In our results, we observe low awareness of rabies severity and fatality, and different practices following a dog bite, depending on the community type: for example, whereas participants in the urban communities report cleaning the wound with hydrogen peroxide rather than soap and water, participants in peri-urban areas cover the wound with herbs and hair from the dog that bit them. Misconceptions about rabies vaccines and mistreatment at health centers also commonly prevent initiating or completing PEP. We identify important behavioral and structural barriers and knowledge gaps that limit evidence-based preventive strategies against rabies and may threaten successful prevention of dog-mediated human rabies in this setting.","openalex, scopus, wos",llm,0.990,unreviewed,
discarded,Software Analytics to Support Students in Object-Oriented Programming Tasks: An Empirical Study,Pasquale Ardimento; Mario Luca Bernardi; Marta Cimitile,2020,IEEE Access,10.1109/access.2020.3010172,https://openalex.org/W3042224241,general-programming-errors-not-error-messages,"The computing education community has shown a long-time interest in how to analyze the Object-Oriented (OO) source code developed by students to provide them with useful formative tips. Instructors need to understand the student's difficulties to provide precise feedback on most frequent mistakes and to shape, design and effectively drive the course. This paper proposes and evaluates an approach allowing to analyze student's source code and to automatically generate feedback about the more common violations of the produced code. The approach is implemented through a cloud-based tool allowing to monitor how students use language constructs based on the analysis of the most common violations of the Object-Oriented paradigm in the student source code. Moreover, the tool supports the generation of reports about student's mistakes and misconceptions that can be used to improve the students' education. The paper reports the results of a quasi-experiment performed in a class of a CS1 course to investigate the effects of the provided reports in terms of coding ability (concerning the correctness and the quality of the produced source code). Results show that after the course the treatment group obtained higher scores and produced better source code than the control group following the feedback provided by the teachers.","openalex, scopus, wos",llm,0.830,unreviewed,
discarded,Concomitant chronic spontaneous urticaria treatment might hinder the diagnosis of occupational latex-induced anaphylaxis: A case report,Ploylarp Lertvipapath; Aree Jameekornrak Taweechue; Chamard Wongsa; Torpong Thongngarm; Waratchaya Uawattanasakul; Mongkhon Sompornrattanaphan,2022,Asian Pacific Journal of Allergy and Immunology,10.12932/ap-050521-1126,https://openalex.org/W4200354594,latex-materials-medical,"BACKGROUND: Cutaneous manifestations of chronic spontaneous urticaria (CSU) are identical to type 1 hypersensitivity reactions. The daily occurrence of rash from occupational allergy could be misinterpreted as CSU exacerbation. OBJECTIVE: We aim to report a nurse with concomitant CSU suffering from latex-induced anaphylaxis. METHODS: Skin tests, specific IgE using ImmunoCAP, and gloves challenge were performed. RESULTS: A 27-year-old nurse with CSU suffered from several episodes of severe urticarial flare. H1-antihistamine up-dosing and oral corticosteroid burst were given. Unfortunately, she developed 3 episodes of anaphylaxis during her routine nursing care work on a medical ward, leading to allergist consultation. She had positive latex-specific IgE (6.86 kUA/L) and positive gloves challenge test. CONCLUSIONS: Concomitant CSU treatment might hinder the recognition of latex allergy by masking or delaying skin manifestations. IgE-mediated allergy should be suspected if there was a change in severity or frequency of previously controlled CSU or the presence of systemic symptoms.","openalex, scopus, wos",llm,1.000,unreviewed,
discarded,"A qualitative study of the allergy testing experiences, views and preferences of adult patients",Clare Brown; Christina Jones; Laura Stuttaford; Annalee Robertson; Rabia Rashid; Helen E. Smith,2016,Clinical and Translational Allergy,10.1186/s13601-016-0125-8,https://openalex.org/W2508765724,unrelated-domain,"BACKGROUND: Patients can be tested for IgE sensitivities with in vivo or in vitro testing, but patients' experiences of different allergy test modalities have not been studied. The objective of this study was to investigate adult patients' experiences, views and preferences for allergy testing, exploring skin prick testing and allergen-specific IgE testing. METHODS: A qualitative study of adults attending out-patients for investigation of a suspected allergy. A purposive, convenience sample identified participants and semi-structured interviews were conducted, face to face or by telephone. Interviews were recorded and transcribed verbatim. Thematic content analysis was used to explore patients' experiences. RESULTS: 23 patients were interviewed. The characteristics of skin prick tests particularly valued were the immediacy and visibility of results, which enabled testing and interpretation to be achieved within a single clinic appointment. In vitro testing offered patients simplicity and procedural speed, necessitating only a single puncture site, and was perceived to be a superior test as it was conducted in a laboratory. CONCLUSIONS: The patient preferred method of allergy testing was skin prick testing rather than in vitro allergen specific IgE testing. However, most patients were accepting of either testing modality because their desire to confirm or exclude an allergic trigger overrode any perceived disadvantages of the test method. TRIAL REGISTRATION: Not applicable as study descriptive and qualitative.","openalex, scopus, wos",llm,0.990,unreviewed,
discarded,Testing the Efficacy of a brief Social Cognitive Theory based safer sex intervention among African-American College students,Amar Kanekar,2009,OhioLink ETD Center (Ohio Library and Information Network),,https://openalex.org/W2526504114,unrelated-domain,"Safer sex is important for protection against STDs and HIV/AIDS.Most of the HIV-related research is targeted towards high-risk groups such as prostitutes, gays and substance abusers but there is evidence that HIV/AIDS is increasing in college students particularly among African American college students.Social cognitive theory was used in the past to reduce teenage drinking, improve cardiovascular health, and healthy nutrition .Very few of the theory constructs had been used to predict safer sex behaviors in college students.The purpose of this study was to test the efficacy of a brief social cognitive theory based safer sex intervention among African-American college students.A preliminary study using a cross-sectional survey design was conducted.Six self-report scales were developed for (1) situational perceptions toward safer sex, (2) expectations for safer sex,(3) self-efficacy for safer sex, (4) self-efficacy in overcoming barriers for safer sex , (5) selfcontrol for safer sex and (6) practices for safer sex.Readability, face validity and content validity of these scales were established by a panel of six experts and the researcher in a two round review process.Construct validity of scales was established by confirmatory factor analysis by administering it to 150 college students.The scales were found to be construct valid , internally consistent with most Cronbach's alpha over 0.70 and satisfactory test retest reliability coefficients over 0.70.For the main study a randomized controlled design was used.The statistical design was a one between and one within repeated measures design.A convenience sample of 141 African-American college students from all majors, undergraduate and graduate students was randomized into two arms of the intervention such that there were approximately equal groups of 70 students iii iv in each arm of the intervention (theory-based) and control (knowledge-based) group.The intervention for each arm of the target population of African American college students consisted of two hour workshops.A pretest, a post-test at one week and a follow-up of the participants at six weeks was conducted.Data were analyzed using SPSS version 16 for descriptive statistics.Repeated measures analyses of variance were carried out using the SAS version 9.1.Results indicated that the students assigned to the experimental (theory-based) and the knowledge-based (non-theory) intervention group did not differ in terms of the demographic variables.The mean changes in scores for various constructs of social cognitive theory used in this study were not significantly different between pre-and post-intervention.It can be concluded that there is no difference between a brief theory-based intervention (based on social cognitive theory) and a brief knowledge-based intervention in terms of efficacy in developing safer sex behavioral skills in a study sample of African-American college students at a large mid-western University.Dose of the intervention was found to be insufficient and must be increased in future interventions.","openalex, scopus, wos",llm,0.990,unreviewed,
discarded,Testing for genetic traits: the need for a new legal doctrine of informed consent.,Elizabeth B. Cooper,1999,PubMed,,https://openalex.org/W1590337272,unrelated-domain,"Innovative medical technology has made it possible to test whether you are at increased risk for certain types of cancer. The mere processing of a vial of blood can reveal whether you have a genetic predisposition to develop breast, ovarian, or prostate cancer, or other life-threatening conditions. The Human Genome Project, an international endeavor seeking to map our genetic structures, has facilitated this increasing ability to test for genetic flaws. It is expected that as the human genetic map is filled in, and as flaws in our fundamental building blocks are identified, there will be a concomitant drive to test for these genetic differences outside of the research setting. Indeed, genetic tests already are being commercially marketed, particularly for genetic flaws linked to breast, ovarian, and prostate cancers. This marketing is occurring despite a dearth of guidance regarding the meaning of these tests, the situations in which they should be offered, the nature or availability of potential treatment, and the type of consent that should be obtained prior to their administration. This Article seeks to establish the contours of informed consent in this new arena of genetic testing for life-threatening conditions by setting forth the basic elements of what must be discussed with a patient to ensure that her consent to testing is, indeed, informed. Specifically, this Article proposes a set of basic statutory requirements for pre-test genetic counseling and suggests that these requirements can be adapted, in significant part, from the essential principles of HIV- related counseling. These basic elements are shaped, in part, by lessons learned from a critical assessment of current informed consent legal doctrine and by precautions to guard against the significant pressures posed by managed care reimbursement programs. This proposed regimen of genetic counseling represents a conscious approach to ensuring that each time a person consents to or refuses such testing, the decision is one that is voluntary and informed. Part I of the Article begins with a discussion of how blood tests generally are conducted and describes the presently available technology to detect flaws in genetic characteristics and reports on predictions of advancements in this area. It continues with an exploration of the ways in which genetic testing for life-threatening conditions is different from other kinds of blood testing. Part II contains both a review of the existing legal doctrine of informed consent, based in constitutional theory, statutes, and common law, and a critique of this doctrine based on pragmatic applications of these laws and on critical legal theories. Part III examines the development of statutory pre-test counseling in the context of the HIV/AIDS epidemic and assesses its strengths, weaknesses, and relevance to genetic pre-test counseling. Part IV presents a model for genetic pre-test counseling that is drawn from the HJV/AIDS statutory format, the critique of current informed consent doctrine, and a review of existing genetic testing statutes. The Article concludes with a recommendation to adopt the model statute introduced in Part IV to remedy the identified weaknesses in existing informed consent doctrine, particularly its failure to incorporate disclosure and discussion of social risks attendant to genetic testing.","openalex, scopus, wos",llm,0.990,unreviewed,
discarded,UNDERSTANDING HIV/AIDS: KNOWLEDGE GAPS AND MISCONCEPTIONS ACROSS UNIVERSITIES AND STUDY YEARS,Indrit Bimi; Majlinda Kallço; Jorida Zoga; Daniela Bimi; Gentian Stroni; Silvana Bara; Ergys Ramosaçaj; Irda Dervishi Nesimi,2025,International Journal of Ecosystems and Ecology Science (IJEES),10.31407/ijees15.604,https://openalex.org/W4416154237,unrelated-domain,"Despite significant advances in HIV/AIDS treatment and prevention, misconceptions about transmission, prevention, and treatment remain widespread among young people, including university students.Myths such as transmission via mosquito bites or casual contact continue to undermine public health efforts and fuel stigma.This study aimed to assess HIV/AIDS-related knowledge and identify misconceptions among Albanian university students, with a focus on differences across academic years and university programs.A cross-sectional survey was conducted in May 2025 among 430 students from Aleksandër Moisiu University of Durrës and the University of Medicine, Tirana.A 45-item validated HIV/AIDS knowledge questionnaire was administered, covering three dimensions: (1) Concepts and Misconceptions, (2) Transmission and Non-Transmission Routes, and (3) Prevention, Testing, and Treatment.Psychometric validation included exploratory factor analysis and reliability testing (Cronbach's alpha = 0.876).Descriptive statistics and ANOVA were used to analyze knowledge scores across universities and study years.The overall mean knowledge score was 65.96% (SD = 18.61).Students performed best in Concepts and Misconceptions (68.16%) and worst in Prevention, Testing, and Treatment (63.9%).Misconceptions about non-transmission routes (e.g., toilets, mosquito bites, saliva) were common, with 66.4% incorrectly believing in mosquito transmission.Fifth-year students scored significantly higher across all domains (p < 0.001), particularly in Concepts and Misconceptions (87.0%).Faculty of Dentistry students outperformed peers from other faculties (p < 0.001), highlighting the role of health-related curricula.While students show reasonable awareness of HIV/AIDS, substantial misconceptions persist, especially regarding ineffective prevention methods and non-transmission scenarios.Structured, multi-year educational interventions tailored to university settings are essential to address these gaps, reduce stigma, and promote evidence-based prevention behaviors.","openalex, scopus, wos",llm,0.990,unreviewed,
discarded,Scientific literacy on the topic of light and optical instruments in the innovation of science teaching materials,Fahmi Fahmi; Nur Chalisah; Maya Istyadji; Yudha Irhasyuarna; Muhammad Kusasi,2022,Jurnal Inovasi Pendidikan IPA,10.21831/jipi.v8i2.41343,https://openalex.org/W4392839560,domain-concept-inventory-not-computing,"This study aims to innovate science teaching materials based on scientific literacy on light and optical instruments. The study used the research and development (RD) method with the four-D (4D) model. The subjects in the study included three experts and 60 class VIII students with an age range of 13-15 years at the same level. This study collected quantitative data from product validation, questionnaire, and scientific literacy test. The questionnaire and test instrument have been proven valid and reliable based on expert judgment and empirical tests. The data were analyzed using descriptive and empirical statistic tests. The expert judgment proves that science teaching materials score 3.79 of 4 and scientific literacy aspects 3.71 of 4, which is valid. In addition, the teaching materials were also categorized as effective with an overall score (z = -4.731 and p-value = 0.000 0.05). In detail, the learning process increases student scientific literacy (p-value = 0.0000.05). Furthermore, science teaching materials based on scientific literacy could be optimized to improve students' scientific literacy skills sustainably.","openalex, scopus, wos",llm,0.970,unreviewed,
